Academic Year,Semester,Course,Total Registered,Current Registered,Total Drop,Accepted Drop,Instructor,D+,D,F,A*,A,B+,B,C+,C,E,S,X,0S,18S,27S,36S,9S,16S,4S,8S,12S,45S,36A,18X,18A,W,S^,course title,telegram_file_id
2019-2020,Odd,PHY598A,0,0,0,0,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,M.SC. RESEARCH PROJECT I,AgACAgUAAyEGAASewoS2AAIaE2giSvyZFc4R2QQ4GLITwR7yLMNtAAK6wDEbsCkYVW3BoHNgHFrAAQADAgADdwADNgQ
2019-2020,Odd,PHY601A,3,3,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,REVIEW OF CLASSICAL MACHANICS,AgACAgUAAyEGAASewoS2AAIaFGgiSwLslvqPqgacoKETd9XFdrMkAAK7wDEbsCkYVcmHgsajZgTFAQADAgADdwADNgQ
2019-2020,Odd,PHY605A,25,25,,,,,,,,10,,15,,,,,,,,,,,,,,,,,,,,,REVIEW OF MATHEMATICAL METHODS IN PHYSICS,AgACAgUAAyEGAASewoS2AAIaFWgiSwc-Z0h_4aVrbgHoIYE6Qn2YAAK8wDEbsCkYVUjWJXi_JAzeAQADAgADdwADNgQ
2019-2020,Odd,PHY613A,22,18,4,4,,,,,2,7,,9,,,,,,,,,,,,,,,,,,,,,ADVANCED STATISTICAL MECHANICS,AgACAgUAAyEGAASewoS2AAIaFmgiSw3oWLB_JQzVo2sNG8snJu5TAAK9wDEbsCkYVSzCKcWeF0diAQADAgADdwADNgQ
2019-2020,Odd,CHE312A,90,90,,,,,16,7,1,10,,20,,36,,,,,,,,,,,,,,,,,,,HEAT TRANSFER & ITS APPLICATIONS,AgACAgUAAyEGAASewoS2AAIaF2giSxNFREGE5kmuUJ1J3IICFvMwAAK-wDEbsCkYVT10LxnKIna4AQADAgADdwADNgQ
2019-2020,Odd,AE618A,44,33,11,11,,,2,1,,9,,15,,6,,,,,,,,,,,,,,,,,,,FINITE ELEMENT METHODS FOR FLUID DYNAMICS,AgACAgUAAyEGAASewoS2AAIaGGgiSxpfR-OuZWPAMWnBCUCqhC1sAAK_wDEbsCkYVZB548CjtV2uAQADAgADdwADNgQ
2019-2020,Odd,AE663A,17,17,,,,,3,,,4,,4,,6,,,,,,,,,,,,,,,,,,,FUNDAMENTALS OF COMBUSTION,AgACAgUAAyEGAASewoS2AAIaGWgiSx8o3RoS5j99KN2eTvQ8S5jmAALAwDEbsCkYVW-EK0wg0zcZAQADAgADdwADNgQ
2019-2020,Odd,CE616A,49,48,1,1,,,8,,1,13,,12,,14,,,,,,,,,,,,,,,,,,,SEDIMENT TRANSPORTATION,AgACAgUAAyEGAASewoS2AAIaGmgiSyWVLXz-v1vFTagM0zP4P203AALBwDEbsCkYVQYLoNyKWgcIAQADAgADdwADNgQ
2019-2020,Odd,CE621A,24,19,5,1,,,1,4,2,7,,3,,2,,,,,,,,,,,,,,,,,,,ENGINEERING MECHANICS,AgACAgUAAyEGAASewoS2AAIaG2giSyxJ3W3gsCYJwqdItGJLD-AeAALCwDEbsCkYVaDksYOdfuH8AQADAgADdwADNgQ
2019-2020,Odd,DES602A,20,20,,,,,,,,12,,7,,1,,,,,,,,,,,,,,,,,,,DESIGN PRACTICE I,AgACAgUAAyEGAASewoS2AAIaHGgiSzLe92noGQniphPUZx0XYsOHAALDwDEbsCkYVUzMki_r5UtqAQADAgADdwADNgQ
2019-2020,Odd,ME701A,6,6,,,,,,,,1,,3,,2,,,,,,,,,,,,,,,,,,,DESIGN FOR MANUFACTURE & ASSEMBLY,AgACAgUAAyEGAASewoS2AAIaHWgiSzcUyWYUpnR3Fc1BF2uBEBALAALEwDEbsCkYVeh-A0pL41XaAQADAgADdwADNgQ
2019-2020,Odd,ME690A,20,18,2,2,,,2,1,2,3,,8,,2,,,,,,,,,,,,,,,,,,,ALTERNATIVE FUELS & ADVANCE IN IC ENGINES,AgACAgUAAyEGAASewoS2AAIaHmgiSz6yoIgktNTFmhl4fPWGvNHuAALFwDEbsCkYVc1mUrr4uKnMAQADAgADdwADNgQ
2019-2020,Odd,MSE300A,56,55,1,1,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,PROFESSIONAL & TECHNICAL COMMUNICATION,AgACAgUAAyEGAASewoS2AAIaH2giS0Q8mvsWVNAiiplRBKcFRpWwAALGwDEbsCkYVb23Ms01H5odAQADAgADdwADNgQ
2019-2020,Odd,SOC479A,93,90,3,3,,,5,3,4,21,,37,,20,,,,,,,,,,,,,,,,,,,"POPULATION, ECONOMY AND SOCIETY",AgACAgUAAyEGAASewoS2AAIaIGgiS0prSaQeGxyf7pjqdkeZ_fGtAALHwDEbsCkYVVuIIor7b0sjAQADAgADdwADNgQ
2019-2020,Odd,CHE611A,47,39,8,7,,,3,1,,5,,23,,7,,,,,,,,,,,,,,,,,,,TRANSPORT PHENOMENA,AgACAgUAAyEGAASewoS2AAIaIWgiS1Ciyk0ogXMuF_wWJcPTjBGQAALIwDEbsCkYVYOs94hkpifwAQADAgADdwADNgQ
2019-2020,Odd,CHE631A,53,46,7,6,,,,3,,21,,19,,3,,,,,,,,,,,,,,,,,,,CHEMICAL REACTION ENGINEERING,AgACAgUAAyEGAASewoS2AAIaImgiS1faeAlYIQtRpehZeTroHVNLAALJwDEbsCkYVdm6cuQx7V9_AQADAgADdwADNgQ
2019-2020,Odd,AE676A,22,17,5,5,,,,,,6,,9,,2,,,,,,,,,,,,,,,,,,,AEROELASTICITY,AgACAgUAAyEGAASewoS2AAIaI2giS10EfXTKeslMpLr2A0rtESE3AALKwDEbsCkYVSDClvdsj9JFAQADAgADdwADNgQ
2019-2020,Odd,CHM521A,41,41,,,,,3,,1,7,,20,,10,,,,,,,,,,,,,,,,,,,MATHEMATICS FOR CHEMISTRY,AgACAgUAAyEGAASewoS2AAIaJGgiS2OOGCl1oMKABv_48qdLiAhQAALLwDEbsCkYVWdKuOjMjRqPAQADAgADdwADNgQ
2019-2020,Odd,CHM654A,26,26,,,,,,,,6,,18,,2,,,,,,,,,,,,,,,,,,,SUPRAMOLECULAR CHEMISTRY,AgACAgUAAyEGAASewoS2AAIaJWgiS2nIK6GIRlj9v2hpkbcEj1XmAALMwDEbsCkYVdCCUYZWAhaFAQADAgADdwADNgQ
2019-2020,Odd,CHM664A,48,48,,,,,,,3,26,,16,,3,,,,,,,,,,,,,,,,,,,MODERN PHYSICAL METHODS IN CHEMISTRY,AgACAgUAAyEGAASewoS2AAIaJmgiS2_P_KL65faUdKnXyXP_p5LRAALNwDEbsCkYVdP1xYfDbgV_AQADAgADdwADNgQ
2019-2020,Odd,MSE626A,42,35,7,7,,,4,2,,10,,10,,9,,,,,,,,,,,,,,,,,,,TRANSPORT PHENOMENA,AgACAgUAAyEGAASewoS2AAIaJ2giS3VeIE0sNG6SYlswvFRQliB3AALOwDEbsCkYVRCzqvnIyli-AQADAgADdwADNgQ
2019-2020,Odd,CE351A,0,0,0,0,,,5,,,29,,59,,20,,,,,,,,,,,,,,,,,,,SOIL MECHANICS,AgACAgUAAyEGAASewoS2AAIaKGgiS3s3zrk87aRrJX7xXSy7iXwkAALPwDEbsCkYVVoU5R97H7H1AQADAgADdwADNgQ
2019-2020,Odd,CHE463A,56,52,4,4,,,7,3,,5,,13,,24,,,,,,,,,,,,,,,,,,,ELECTRONIC POLYMERIC & CERAMIC MATERIALS & PROCESSING,AgACAgUAAyEGAASewoS2AAIaKWgiS4EwoZ0rUBaZO1V6UVeKeYefAALQwDEbsCkYVUVS0QqcyN6KAQADAgADdwADNgQ
2019-2020,Odd,CHE497A,22,21,1,1,,,,1,,13,,7,,,,,,,,,,,,,,,,,,,,,UNDER GRADUATE PROJECT-III,AgACAgUAAyEGAASewoS2AAIaKmgiS4epP7i8qNIH9dQAAcEOL4wgOAAC0cAxG7ApGFXjCCySNUSDwwEAAwIAA3cAAzYE
2019-2020,Odd,CHM203A,0,0,0,0,,,4,2,2,2,,6,,7,,,,,,,,,,,,,,,,,,,BASIC ORGANIC CHEMISTRY-I,AgACAgUAAyEGAASewoS2AAIaK2giS42_X8uyiMcSoZV_wUQuawU4AALSwDEbsCkYVZc6By1NHUGvAQADAgADdwADNgQ
2019-2020,Odd,CHM303A,28,28,,,,,17,4,,,,,,7,,,,,,,,,,,,,,,,,,,ORGANIC CHEMISTRY I,AgACAgUAAyEGAASewoS2AAIaLGgiS5TJJ-Z-FufgCC6dOvW8xbt1AALTwDEbsCkYVQvayh7srQdlAQADAgADdwADNgQ
2019-2020,Odd,CHM321A,35,33,2,2,,,9,3,,4,,7,,10,1,,,,,,,,,,,,,,,,,,PHYSICAL CHEMISTRY I,AgACAgUAAyEGAASewoS2AAIaLWgiS5q_6jxQdGpDYQj-ar0-D-3NAALUwDEbsCkYVRlOQIzzjSPRAQADAgADdwADNgQ
2019-2020,Odd,PHY407A,74,59,15,15,,,11,2,1,8,,17,,20,,,,,,,,,,,,,,,,,,,SPECIAL & GENERAL RELATIVITY,AgACAgUAAyEGAASewoS2AAIaLmgiS6B-1tbzmunBqeRcvrAwg1hTAALVwDEbsCkYVac7r9oz7eqsAQADAgADdwADNgQ
2019-2020,Odd,ME340A,12,12,,,,,4,1,1,3,,2,,1,,,,,,,,,,,,,,,,,,,INTRODUCTION TO REFRIGERATION AND AIR CONDITIONING,AgACAgUAAyEGAASewoS2AAIaL2giS6ZB-ylXAAFxq_RUdg8PsK6NCgAC1sAxG7ApGFXaKoDbMiBVeQEAAwIAA3cAAzYE
2019-2020,Odd,ME799,151,151,,,,,,,,,,,,,,,,7,9,10,93,3,29,,3,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIaMGgiS63fMqK-yYtj2U1leuTbxoXTAALXwDEbsCkYVTa0-tFlKFoOAQADAgADdwADNgQ
2019-2020,Odd,CE631A,27,25,2,2,,,4,1,,6,,9,,6,,,,,,,,,,,,,,,,,,,ADVANCED GEOTECHNICAL ENGINEERING,AgACAgUAAyEGAASewoS2AAIaMWgiS7Pq62NvkbTwC2OfyZGjXNJFAALYwDEbsCkYVdzuuzni-pW9AQADAgADdwADNgQ
2019-2020,Odd,CE638A,0,0,0,0,,,,,,8,,6,,,,,,,,,,,,,,,,,,,,,GEOTECHNICAL MEASUREMENTS,AgACAgUAAyEGAASewoS2AAIaMmgiS7krjBxHhCYJEE5TP0OkXiAUAALZwDEbsCkYVfjdPEXY0G-FAQADAgADdwADNgQ
2019-2020,Odd,CS350A,38,31,7,7,,,2,2,2,8,,13,,4,,,,,,,,,,,,,,,,,,,PRINCIPLES OF PROGRAMMING LANGAUGES,AgACAgUAAyEGAASewoS2AAIaM2giS7-pwnOE1BgrmuaHKVYk0cN4AALawDEbsCkYVTaF6gVe3GVfAQADAgADdwADNgQ
2019-2020,Odd,CS360A,31,24,7,7,,,1,2,,8,,6,,7,,,,,,,,,,,,,,,,,,,INTRODUCTION TO COMPUTER GRAPHICS,AgACAgUAAyEGAASewoS2AAIaNGgiS8WCeYHFX35B-5sms3pukq29AALbwDEbsCkYVb1wErwVwqagAQADAgADdwADNgQ
2019-2020,Odd,CE604A,82,65,17,17,,,4,5,,12,,32,,12,,,,,,,,,,,,,,,,,,,NUMERICAL METHODS FOR CIVIL ENGINEERS,AgACAgUAAyEGAASewoS2AAIaNWgiS8tfu_vt1axQF1U6982BGklCAALcwDEbsCkYVQ4LF_gRKjiOAQADAgADdwADNgQ
2019-2020,Odd,PHY631A,10,9,1,1,,,,1,,4,,3,,2,,,,,,,,,,,,,,,,,,,PHYSICS OF SEMICONDUCTOR NANOSTRUCTURES,AgACAgUAAyEGAASewoS2AAIaNmgiS9JEL3p_f8DfdNWT-PxlKNnmAALdwDEbsCkYVTOQ591wc8EkAQADAgADdwADNgQ
2019-2020,Odd,PSE601A,16,16,,,,,2,,,1,,13,,1,,,,,,,,,,,,,,,,,,,INTRODUCTION TO PHOTONICS,AgACAgUAAyEGAASewoS2AAIaN2giS9h7kZal81rL3nk2Y3r83GRCAALewDEbsCkYVSiCIiffBGpJAQADAgADdwADNgQ
2019-2020,Odd,PSE602A,26,26,,,,,,1,2,11,,7,,6,,,,,,,,,,,,,,,,,,,PRINCIPLES OF LASERS AND DETECTORS,AgACAgUAAyEGAASewoS2AAIaOGgiS945H1TwolNYpdTtm2KhcOnJAALfwDEbsCkYVT3ycb41j5WQAQADAgADdwADNgQ
2019-2020,Odd,PSE603A,18,18,,,,,,,,5,,12,,1,,,,,,,,,,,,,,,,,,,NUMERICAL METHODS IN OPTICS,AgACAgUAAyEGAASewoS2AAIaOWgiS-RePicnRaezKGX7h1DNHW0LAALgwDEbsCkYVdrRcSlMsm_PAQADAgADdwADNgQ
2019-2020,Odd,PSE699,8,8,,,,,,,,,,,,,,,,,1,2,3,2,,,,,,,,,,,M. TECH THESIS,AgACAgUAAyEGAASewoS2AAIaOmgiS-oPsL7hs3_tDP2z3VQCBXXmAALhwDEbsCkYVQWMI7T2-dgCAQADAgADdwADNgQ
2019-2020,Odd,PSE799,17,17,,,,,,,,,,,,,,,,,1,,11,1,4,,,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIaO2giS_DxrTf8grCLU1ZVyOTwSKOqAALiwDEbsCkYVWt22Zu0p8CQAQADAgADdwADNgQ
2019-2020,Odd,CE213A,140,128,12,12,,,19,1,,18,,49,,41,,,,,,,,,,,,,,,,,,,INTRODUCTION TO ENVIRONMENTAL SCIENCE,AgACAgUAAyEGAASewoS2AAIaPGgiS_Z4zdlvpyXesRMchGRP22qHAALjwDEbsCkYVfgUOr7zCriQAQADAgADdwADNgQ
2019-2020,Odd,CE241A,126,124,2,2,,,9,1,2,25,,58,,28,1,,,,,,,,,,,,,,,,,,SUSTAINABLE BUILT ENVIRONMENT,AgACAgUAAyEGAASewoS2AAIaPWgiS_xEe7_h40MJdSXxjebz4P_KAALkwDEbsCkYVXZeL3VOQelQAQADAgADdwADNgQ
2019-2020,Odd,ECO101A,0,0,0,0,,,27,8,19,28,,28,,15,,,,,,,,,,,,,,,,,,,INTRODUCTION TO ECONOMICS,AgACAgUAAyEGAASewoS2AAIaPmgiTAK2A8OeSU2zKYw8Z_TA09LZAALlwDEbsCkYVRBMO199bSmjAQADAgADdwADNgQ
2019-2020,Odd,CE699,83,83,,,,,,,,,,,,,,,,7,7,34,33,3,,,,,,,,,,,M. TECH THESIS,AgACAgUAAyEGAASewoS2AAIaP2giTAgBAuB56QvNhvVz3Wpwt6inAALmwDEbsCkYVW6ytcWPCqymAQADAgADdwADNgQ
2019-2020,Odd,CE723A,17,14,3,3,,,,,,5,,5,,4,,,,,,,,,,,,,,,,,,,FINITE ELEMENT METHODS IN CIVIL ENGINEERING,AgACAgUAAyEGAASewoS2AAIaQGgiTA7UOHt3NF7ZJ8EGbw5EZkv2AALnwDEbsCkYVcxNjSlYjhCmAQADAgADdwADNgQ
2019-2020,Odd,CE770A,0,0,0,0,,,5,,,4,,10,,28,,,,,,,,,,,,,,,,,,,ADJUSTMENT COMPUTATIONS FOR GEOINFORMATICS-I,AgACAgUAAyEGAASewoS2AAIaQWgiTBSDa9kc41m-DZGo-ka4XxLRAALowDEbsCkYVVj3cU5xBWUFAQADAgADdwADNgQ
2019-2020,Odd,AE471A,0,0,0,0,,,1,1,1,10,,4,,5,,,,,,,,,,,,,,,,,,,B TECH PROJECT,AgACAgUAAyEGAASewoS2AAIaQmgiTBrxoizKb7S9qhMq1SaUHHKoAALpwDEbsCkYVcNVGym1_qILAQADAgADdwADNgQ
2019-2020,Odd,AE601A,25,25,,,,,2,,,4,,15,,4,,,,,,,,,,,,,,,,,,,INTRO TO AEROSPACE ENGG.,AgACAgUAAyEGAASewoS2AAIaQ2giTCBLtPdSN9MGaimchTnGd9oMAALqwDEbsCkYVTPJ684-hthlAQADAgADdwADNgQ
2019-2020,Odd,EE698W,27,21,6,6,,,3,,1,4,,5,,7,1,,,,,,,,,,,,,,,,,,CONVEX OPTIMIZATION IN SP/COM,AgACAgUAAyEGAASewoS2AAIaRGgiTCYRCXVamjKptw1Q_vLUEYRuAALrwDEbsCkYVXmebifwOVa8AQADAgADdwADNgQ
2019-2020,Odd,EE698X,0,0,0,0,,,3,3,,5,,9,,7,,,,,,,,,,,,,,,,,,,POWER CONVERTERS FOR CONSUMER ELECTRONIC,AgACAgUAAyEGAASewoS2AAIaRWgiTCxKRv7HkyQCVbSdEPPT4XBiAALswDEbsCkYVZKtVDMND3MuAQADAgADdwADNgQ
2019-2020,Odd,EE699,156,156,,,,,,,,,,,,,,,,3,18,39,90,6,,,,,,,,,,,M TECH THESIS,AgACAgUAAyEGAASewoS2AAIaRmgiTDIVm3fbOtZ-8dKD-18SvdnRAALtwDEbsCkYVXnZQ-JkBXfBAQADAgADdwADNgQ
2019-2020,Odd,CHE799,79,79,,,,,,,,,,,,,,,,3,8,5,35,19,9,1,1,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIaR2giTDk4MYzR8EF2C418w2yLJDQzAALuwDEbsCkYVYjB_t9bq_DVAQADAgADdwADNgQ
2019-2020,Odd,SOC720A,2,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,RESEARCH METHODS,AgACAgUAAyEGAASewoS2AAIaSGgiTD_1t_4Qyk0q-SxMbGB9GFxcAALvwDEbsCkYVaVDflmtieVaAQADAgADdwADNgQ
2019-2020,Odd,SOC745A,5,5,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,SOCIAL THEORY IN LATE TWENTIETH CENTURY,AgACAgUAAyEGAASewoS2AAIaSWgiTEWd2GYVJtba804ujVm-H8xqAALwwDEbsCkYVc8UQz0gW-jrAQADAgADdwADNgQ
2019-2020,Odd,SOC473A,82,78,4,4,,,15,1,1,11,,29,,21,,,,,,,,,,,,,,,,,,,INDIAN SOCIETY AND CULTURE,AgACAgUAAyEGAASewoS2AAIaSmgiTEtopT9CNMlEDPGZs9cTAyewAALxwDEbsCkYVa91dcleGwAB4QEAAwIAA3cAAzYE
2019-2020,Odd,SOC477A,64,51,13,13,,,12,,1,16,,13,,9,,,,,,,,,,,,,,,,,,,URBAN HABITAT AND SOCIAL INTERACTION,AgACAgUAAyEGAASewoS2AAIaS2giTFGpzT3i0yc7_fZB2CEzQw1wAALywDEbsCkYVWCM6QABHU05SgEAAwIAA3cAAzYE
2019-2020,Odd,CHM600A,8,7,1,1,,,,,,3,,1,,3,,,,,,,,,,,,,,,,,,,MATHEMATICS FOR CHEMISTRY,AgACAgUAAyEGAASewoS2AAIaTGgiTFfjAAEQW_kwVSSn4Dz4SjW2DwAC88AxG7ApGFUmN3tkN_uVTQEAAwIAA3cAAzYE
2019-2020,Odd,CHM602A,19,18,1,1,,,,1,4,5,,8,,,,,,,,,,,,,,,,,,,,,ADVANCED ORGANIC CHEMISTRY II,AgACAgUAAyEGAASewoS2AAIaTWgiTF1H7LclnulzJ5SMaWN5WVYtAAL0wDEbsCkYVenT79wrPKZIAQADAgADdwADNgQ
2019-2020,Odd,CHM668A,10,10,,,,,,,2,5,,3,,,,,,,,,,,,,,,,,,,,,ADVANCED MAIN GROUP CHEMISTRY,AgACAgUAAyEGAASewoS2AAIaTmgiTGMQAdCKTNWkjQzi-NRXigAB2gAC9cAxG7ApGFV6iV7dCo498gEAAwIAA3cAAzYE
2019-2020,Odd,CHM629A,16,16,,,,,,,,11,,3,,2,,,,,,,,,,,,,,,,,,,PRINCIPLES OF PHYSICAL CHEMISTRY,AgACAgUAAyEGAASewoS2AAIaT2giTGnHh0U43NWfL8dSp-VrU62bAAL2wDEbsCkYVcypBvWKRcKJAQADAgADdwADNgQ
2019-2020,Odd,ART402A,0,0,0,0,,,9,2,,17,,34,,17,,,,,,,,,,,,,,,,,,,MODERN ART,AgACAgUAAyEGAASewoS2AAIaUGgiTG8dQn95UpT53aYQt5GB_nxIAAL3wDEbsCkYVdgohMmnJPG8AQADAgADdwADNgQ
2019-2020,Odd,CE664A,21,21,,,,,,1,,2,,18,,,,,,,,,,,,,,,,,,,,,PHYSICO-CHEMICAL PRINCIPLES AND PROCESS,AgACAgUAAyEGAASewoS2AAIaUWgiTHWFyVXjX8bnItylr7piwhYKAAL4wDEbsCkYVWspYdKH2sPRAQADAgADdwADNgQ
2019-2020,Odd,CE665A,34,34,,,,,,1,3,4,,20,,5,,,1,,,,,,,,,,,,,,,,ECOLOGICAL AND BIOLOGICAL PRINCIPLES AND PROCESS,AgACAgUAAyEGAASewoS2AAIaUmgiTHyrjnhPChAnoT0LAeYcum11AAL5wDEbsCkYVWXhBrUxRNWfAQADAgADdwADNgQ
2019-2020,Odd,ES699,15,15,,,,,,,,,,,,,,,,1,1,3,10,,,,,,,,,,,,M TECH THESIS,AgACAgUAAyEGAASewoS2AAIaU2giTIIFZw1q_IqwYlPhqfDGhsurAAL6wDEbsCkYVQsyWhE3on96AQADAgADdwADNgQ
2019-2020,Odd,CS655A,36,29,7,7,,,5,,,6,,15,,3,,,,,,,,,,,,,,,,,,,TOPICS IN LINEAR PROGRAMMING,AgACAgUAAyEGAASewoS2AAIaVGgiTIjSRFBD_sKXReCrVbEwiFf0AAL7wDEbsCkYVeLI66fqJiMBAQADAgADdwADNgQ
2019-2020,Odd,VLM605,0,0,0,0,,,,,,20,,17,,2,,,,,,,,,,,,,,,,,,,COMPUTER INTEGRATED MANUFACTURING SYSTEMS,AgACAgUAAyEGAASewoS2AAIaVWgiTI6V8Pqbupo3oXTHdF2qRHmSAAL9wDEbsCkYVRRWPIaZoLWuAQADAgADdwADNgQ
2019-2020,Odd,VLM606,0,0,0,0,,,,,,8,,26,,5,,,,,,,,,,,,,,,,,,,DATA ANALYSIS AND DECISION MAKING,AgACAgUAAyEGAASewoS2AAIaVmgiTJRC3uKNKTvmdP3fkm7YrH9yAAL-wDEbsCkYVeHXFnREsyYpAQADAgADdwADNgQ
2019-2020,Odd,PSY152A,125,124,1,1,,,15,4,8,34,,39,,24,,,,,,,,,,,,,,,,,,,APPLICATION OF PSYCHOLOGY TO LIFE,AgACAgUAAyEGAASewoS2AAIaV2giTJoQiwnB9GLABVkRuiUbyXF7AAL_wDEbsCkYVcG4Zl1sRBqyAQADAgADdwADNgQ
2019-2020,Odd,PSY451A,75,67,8,8,,,4,2,1,26,,23,,11,,,,,,,,,,,,,,,,,,,PSYCHOLOGY OF ADJUSTMENT,AgACAgUAAyEGAASewoS2AAIaWGgiTKDOJLFu455QCbZwxd7pVuUdAAPBMRuwKRhVyxwxryE8Ck0BAAMCAAN3AAM2BA
2019-2020,Odd,PSY468A,84,78,6,6,,,10,1,,33,,26,,8,,,,,,,,,,,,,,,,,,,SOCIAL COGNITION,AgACAgUAAyEGAASewoS2AAIaWWgiTKZvzPsFI13b5_ZBSMJCMJQoAAIBwTEbsCkYVTEPtSc2IybeAQADAgADdwADNgQ
2019-2020,Odd,MTH409A,85,76,9,9,,,13,2,3,33,,10,,15,,,,,,,,,,,,,,,,,,,COMPUTER PROGRAMMING AND DATA STRUCTURES,AgACAgUAAyEGAASewoS2AAIaWmgiTKx1kMoLucGb8gsjkPdoRAzEAAICwTEbsCkYVYPMoScvy8Q1AQADAgADdwADNgQ
2019-2020,Odd,EE664A,42,41,1,1,,,2,3,,13,,15,,8,,,,,,,,,,,,,,,,,,,FUNDAMENTALS OF ELECTRIC DRIVES,AgACAgUAAyEGAASewoS2AAIaW2giTLNd4dNYK-vXeXViMO1y3QiqAAIDwTEbsCkYVSDzZBcLE9EPAQADAgADdwADNgQ
2019-2020,Odd,EE667A,5,4,1,1,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,INFORMATION THEORY,AgACAgUAAyEGAASewoS2AAIaXGgiTLlu-S3hyTH46vW_l5QZBPkNAAIEwTEbsCkYVeHQ8oBQ3pEVAQADAgADdwADNgQ
2019-2020,Odd,EE668A,5,3,2,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,CODING THEORY,AgACAgUAAyEGAASewoS2AAIaXWgiTL4dNp7YdgOgX7hbOAdLyCvxAAIFwTEbsCkYVVWs6LhUsKi5AQADAgADdwADNgQ
2019-2020,Odd,EE670A,57,56,1,1,,,1,1,2,20,,27,,6,,,,,,,,,,,,,,,,,,,WIRELESS COMMUNICATIONS,AgACAgUAAyEGAASewoS2AAIaXmgiTMUrAAGBgEyR44VxVMzOa6eYbQACBsExG7ApGFVcx92ajPZS5AEAAwIAA3cAAzYE
2019-2020,Odd,CHE699,38,38,,,,,,,,,,,,,,,,4,3,9,22,,,,,,,,,,,,M TECH THESIS,AgACAgUAAyEGAASewoS2AAIaX2giTMscrPl_he8r7j-2mLoFHcneAAIHwTEbsCkYVc5OL9tc2vLOAQADAgADdwADNgQ
2019-2020,Odd,CHE701A,41,41,,,,,,,,,,,,,,33,8,,,,,,,,,,,,,,,,M. TECH. SEMINAR,AgACAgUAAyEGAASewoS2AAIaYGgiTNFt2k0YWI8egk6aQH1DwnXfAAIIwTEbsCkYVYOXgW6DFA_xAQADAgADdwADNgQ
2019-2020,Odd,MS699,16,16,,,,,,,,,,,,,,,,1,1,2,12,,,,,,,,,,,,M TECH THESIS,AgACAgUAAyEGAASewoS2AAIaYWgiTNeDZJISKs2mbvdIdfIRC9JgAAIJwTEbsCkYVTGc3fCD8fsPAQADAgADdwADNgQ
2019-2020,Odd,MS799,30,30,,,,,,,,,,,,,,,,1,2,,15,5,7,,2,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIaYmgiTN3MqmrZJ5hq-QABW_MUpp_fsQACCsExG7ApGFXTKCID1UXTiAEAAwIAA3cAAzYE
2019-2020,Odd,MSE497A,14,13,1,1,,,,,,6,,7,,,,,,,,,,,,,,,,,,,,,UNDER GRADUATE PROJECT III,AgACAgUAAyEGAASewoS2AAIaY2giTONdqrHNvqZ7kvrMxCXiY03jAAILwTEbsCkYVRKtH4Qem9TEAQADAgADdwADNgQ
2019-2020,Odd,MSE615A,48,44,4,4,,,,,9,21,,13,,,,1,,,,,,,,,,,,,,,,,STRUCTURE AND CHARACTERIZATION OF MATERIALS,AgACAgUAAyEGAASewoS2AAIaZGgiTOmhKK7GUiIl39fSrsSzJ9MhAAIMwTEbsCkYVcyGSFzTUOplAQADAgADdwADNgQ
2019-2020,Odd,CHM305A,0,0,0,0,,,,1,4,13,,,,,,,,,,,,,,,,,,,,,,,ORGANIC QUALITATIVE & QUANTITATIVE ANALYSIS,AgACAgUAAyEGAASewoS2AAIaZWgiTO8SAchFfUT-g8eknD_jPEF_AAINwTEbsCkYVXm-A_M65XAKAQADAgADdwADNgQ
2019-2020,Odd,CHM345A,25,25,,,,,11,2,,,,3,,9,,,,,,,,,,,,,,,,,,,INORGANIC CHEMISTRY I,AgACAgUAAyEGAASewoS2AAIaZmgiTPayWM33g3Za2IOxgS2s_NvlAAIOwTEbsCkYVQskaIK9WY10AQADAgADdwADNgQ
2019-2020,Odd,PSY799,20,20,,,,,,,,,,,,,,,,,5,2,10,1,2,,1,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIaZ2giTPzdC8O5uITpXThddX5ZGx0qAAIPwTEbsCkYVVG72zw_mgTjAQADAgADdwADNgQ
2019-2020,Odd,CHM423A,0,0,0,0,,,,,3,46,,10,,1,,,,,,,,,,,,,,,,,,,PHYSICAL CHEMISTRY LABORATORY,AgACAgUAAyEGAASewoS2AAIaaGgiTQJy1I6aLFYBYfHeeyaiEclrAAIQwTEbsCkYVWjXtEeRYElIAQADAgADdwADNgQ
2019-2020,Odd,ECO397A,43,43,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,TECHNICAL COMMUNICATION,AgACAgUAAyEGAASewoS2AAIaaWgiTQi61jVD3WhTAAFZ4ueBnlFLXwACEcExG7ApGFXaIeZnS3pSwAEAAwIAA3cAAzYE
